work,metrical_shape,sedes,x,z
W.D.,⏑–⏑⏑–,6.5,22,-0.0705605699059124
W.D.,⏑–⏑⏑–––,2.5,1,
W.D.,⏑–⏑⏑–⏑,2.5,6,
W.D.,⏑–⏑⏑–⏑,6.5,6,
W.D.,⏑–⏑⏑–⏑⏑,6.5,3,
W.D.,⏑⏑,2,16,-1.42482701616557
W.D.,⏑⏑,4,31,-1.08660719454639
W.D.,⏑⏑,6,50,-0.658195420495424
W.D.,⏑⏑,8,122,+0.965259723276657
W.D.,⏑⏑,10,22,-1.2895390875179
W.D.,⏑⏑–,2,26,-1.40248135703413
W.D.,⏑⏑–,4,58,-0.703497213072726
W.D.,⏑⏑–,6,131,+0.891060365339229
W.D.,⏑⏑–,8,25,-1.42432461153292
W.D.,⏑⏑–,10,2,-1.92671946500518
W.D.,⏑⏑––,6,4,-4.84767985741633
W.D.,⏑⏑––,10,94,+0.206284249251759
W.D.,⏑⏑–––,2,7,+0.755928946018454
W.D.,⏑⏑–––,4,2,-1.3228756555323
W.D.,⏑⏑–––,6,2,-1.3228756555323
W.D.,⏑⏑––––,8,3,
W.D.,⏑⏑–––⏑,2,3,+0.577350269189626
W.D.,⏑⏑–––⏑,6,1,-1.73205080756888
W.D.,⏑⏑–⏑,2,2,-4.98536611926318
W.D.,⏑⏑–⏑,4,73,+0.61230861721067
W.D.,⏑⏑–⏑,6,2,-4.98536611926318
W.D.,⏑⏑–⏑,8,60,-0.412617742988768
W.D.,⏑⏑–⏑⏑,2,2,-5.69298452483704
W.D.,⏑⏑–⏑⏑,6,41,-0.458123306201648
W.D.,⏑⏑–⏑⏑,8,49,+0.615694379672279
W.D.,⏑⏑–⏑⏑–,2,2,-1.06748999232823
W.D.,⏑⏑–⏑⏑–,6,5,+0.762492851663023
W.D.,⏑⏑–⏑⏑–,8,1,-1.67748427365865
W.D.,⏑⏑–⏑⏑––,8,3,
W.D.,⏑⏑–⏑⏑–⏑,6,2,
